loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
Conventional,Home purchase,157.9,1,Loan originated,Female,White,46.3,31.7,91.3,34.7,0,1,0,0,0,0,0,1
Conventional,Home purchase,198.2,1,Loan originated,Male,Black or African American,45.4,49.8,81.1,48.1,1,0,1,0,0,0,0,1
FHA-insured,Refinancing,201.0,3,Application denied,Male,Hispanic or Latino,61.7,46.2,78.2,84.7,1,0,0,1,0,1,1,0
Conventional,Refinancing,266.0,1,Loan originated,Male,Hispanic or Latino,66.0,43.2,90.0,32.1,1,0,0,1,0,0,1,1
Conventional,Home purchase,261.1,1,Loan originated,Female,Asian,86.9,42.7,31.2,22.3,0,0,0,0,0,0,0,1
Conventional,Refinancing,589.7,1,Loan originated,Female,White,144.2,28.3,90.2,36.6,0,1,0,0,0,0,1,1
VA-guaranteed,Home purchase,169.8,1,Loan originated,Female,White,41.0,29.2,92.1,12.6,0,1,0,0,0,2,0,1
Conventional,Home improvement,52.5,3,Application denied,Female,Hispanic or Latino,15.0,44.2,101.0,48.3,0,0,0,1,0,0,2,0
Conventional,Refinancing,112.4,1,Loan originated,Male,Black or African American,38.4,46.8,105.0,95.3,1,0,1,0,0,0,1,1
Conventional,Home purchase,144.9,3,Application denied,Male,White,33.1,25.7,73.1,47.8,1,1,0,0,0,0,0,0
Conventional,Home purchase,181.6,3,Application denied,Female,Black or African American,45.7,34.1,77.5,60.9,0,0,1,0,0,0,0,0
Conventional,Home purchase,291.9,1,Loan originated,Male,White,104.7,28.7,61.9,45.6,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,351.1,3,Application denied,Male,Black or African American,97.9,48.7,32.1,88.6,1,0,1,0,0,1,0,0
Conventional,Home purchase,236.7,3,Application denied,Male,Black or African American,80.1,23.9,72.7,73.6,1,0,1,0,0,0,0,0
Conventional,Home purchase,196.9,1,Loan originated,Male,White,48.8,33.9,68.4,30.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,236.6,3,Application denied,Male,White,53.3,26.7,82.6,30.9,1,1,0,0,0,0,0,0
Conventional,Home purchase,116.2,1,Loan originated,Male,Native Hawaiian or Other Pacific Islander,27.4,27.2,73.4,5.8,1,0,0,0,0,0,0,1
Conventional,Home purchase,182.9,1,Loan originated,Male,White,50.4,22.5,61.6,31.2,1,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,292.4,1,Loan originated,Male,Black or African American,107.8,36.3,65.0,91.9,1,0,1,0,0,0,3,1
FHA-insured,Cash-out refinancing,362.5,1,Loan originated,Male,White,86.7,44.6,77.0,12.1,1,1,0,0,0,1,3,1
Conventional,Home purchase,349.7,3,Application denied,Female,White,80.2,41.9,98.5,13.1,0,1,0,0,0,0,0,0
Conventional,Home purchase,433.4,1,Loan originated,Male,White,131.1,33.7,88.9,26.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,608.2,1,Loan originated,Male,White,138.4,43.8,59.4,16.1,1,1,0,0,0,0,0,1
Conventional,Home purchase,242.2,1,Loan originated,Male,Hispanic or Latino,64.0,30.4,92.8,85.6,1,0,0,1,0,0,0,1
Conventional,Cash-out refinancing,233.9,3,Application denied,Male,Hispanic or Latino,55.1,41.9,65.5,86.9,1,0,0,1,0,0,3,0
VA-guaranteed,Refinancing,316.4,3,Application denied,Female,Hispanic or Latino,94.4,26.3,44.7,87.5,0,0,0,1,0,2,1,0
Conventional,Refinancing,530.6,1,Loan originated,Male,White,124.0,39.2,93.0,12.0,1,1,0,0,0,0,1,1
Conventional,Refinancing,258.5,3,Application denied,Male,Asian,58.9,25.4,88.0,36.8,1,0,0,0,0,0,1,0
VA-guaranteed,Refinancing,167.4,3,Application denied,Male,Black or African American,37.9,30.3,46.8,84.7,1,0,1,0,0,2,1,0
Conventional,Home purchase,313.3,1,Loan originated,Male,White,89.6,34.8,80.8,18.0,1,1,0,0,0,0,0,1
Conventional,Home purchase,463.1,1,Loan originated,Male,White,141.4,25.5,41.0,13.4,1,1,0,0,0,0,0,1
Conventional,Refinancing,244.8,1,Loan originated,Male,White,79.3,42.0,99.7,16.4,1,1,0,0,0,0,1,1
Conventional,Home purchase,290.0,1,Loan originated,Male,White,85.7,46.1,58.1,25.4,1,1,0,0,0,0,0,1
Conventional,Refinancing,300.3,3,Application denied,Male,Hispanic or Latino,101.1,44.2,105.0,84.4,1,0,0,1,0,0,1,0
FHA-insured,Home purchase,274.8,1,Loan originated,Male,White,105.4,33.2,85.1,26.3,1,1,0,0,0,1,0,1
Conventional,Home purchase,257.7,1,Loan originated,Female,White,93.2,46.4,86.9,13.6,0,1,0,0,0,0,0,1
Conventional,Refinancing,177.9,1,Loan originated,Female,Black or African American,53.2,36.7,83.9,81.5,0,0,1,0,0,0,1,1
Conventional,Home purchase,269.5,1,Loan originated,Female,White,104.4,32.9,62.7,36.0,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,243.8,3,Application denied,Male,White,56.6,44.2,99.4,48.9,1,1,0,0,0,1,1,0
Conventional,Home purchase,371.8,1,Loan originated,Male,White,140.4,49.9,80.0,22.5,1,1,0,0,0,0,0,1
Conventional,Home purchase,287.9,1,Loan originated,Male,Hispanic or Latino,68.8,39.8,55.2,62.9,1,0,0,1,0,0,0,1
Conventional,Refinancing,208.3,1,Loan originated,Male,White,61.0,43.3,100.1,16.7,1,1,0,0,0,0,1,1
Conventional,Home improvement,336.9,1,Loan originated,Female,White,125.6,38.1,56.6,21.2,0,1,0,0,0,0,2,1
Conventional,Refinancing,203.6,1,Loan originated,Male,White,47.9,22.1,74.2,27.8,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,446.8,1,Loan originated,Female,White,123.1,41.0,100.7,53.5,0,1,0,0,0,1,0,1
Conventional,Cash-out refinancing,159.6,1,Loan originated,Male,White,49.9,34.2,63.2,16.7,1,1,0,0,0,0,3,1
FHA-insured,Cash-out refinancing,407.1,1,Loan originated,Female,Black or African American,109.3,40.3,89.6,45.2,0,0,1,0,0,1,3,1
VA-guaranteed,Home purchase,330.6,1,Loan originated,Female,White,97.5,54.8,48.8,25.5,0,1,0,0,0,2,0,1
Conventional,Refinancing,290.7,1,Loan originated,Female,White,81.3,36.3,60.0,16.9,0,1,0,0,0,0,1,1
Conventional,Home purchase,352.8,1,Loan originated,Male,White,130.4,44.3,86.1,41.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,384.0,1,Loan originated,Male,White,110.8,49.6,69.7,37.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,389.6,1,Loan originated,Male,White,129.9,44.6,77.7,21.7,1,1,0,0,0,0,0,1
Conventional,Refinancing,384.8,1,Loan originated,Male,White,122.5,43.7,92.4,8.4,1,1,0,0,0,0,1,1
FHA-insured,Refinancing,267.5,1,Loan originated,Female,White,100.7,27.7,82.9,23.1,0,1,0,0,0,1,1,1
Conventional,Home purchase,443.4,1,Loan originated,Female,White,102.5,37.1,78.5,26.8,0,1,0,0,0,0,0,1
Conventional,Home purchase,199.4,3,Application denied,Male,Hispanic or Latino,72.3,46.3,95.9,74.0,1,0,0,1,0,0,0,0
Conventional,Home improvement,133.0,1,Loan originated,Male,Hispanic or Latino,41.8,45.6,53.7,69.6,1,0,0,1,0,0,2,1
Conventional,Home purchase,282.4,1,Loan originated,Female,American Indian or Alaska Native,112.8,19.1,56.5,24.5,0,0,0,0,0,0,0,1
Conventional,Home purchase,360.0,1,Loan originated,Male,White,101.6,19.6,105.0,34.8,1,1,0,0,0,0,0,1
Conventional,Refinancing,162.4,1,Loan originated,Male,White,44.5,36.1,71.2,26.1,1,1,0,0,0,0,1,1
Conventional,Home purchase,264.6,3,Application denied,Male,Asian,98.3,44.5,81.5,11.6,1,0,0,0,0,0,0,0
Conventional,Home purchase,382.7,1,Loan originated,Female,White,96.5,28.9,93.8,15.9,0,1,0,0,0,0,0,1
Conventional,Home purchase,306.9,1,Loan originated,Female,White,68.7,28.3,63.8,42.8,0,1,0,0,0,0,0,1
Conventional,Home purchase,236.1,1,Loan originated,Female,White,86.2,52.4,84.8,43.2,0,1,0,0,0,0,0,1
Conventional,Home purchase,149.6,1,Loan originated,Male,White,50.7,37.8,86.4,15.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,231.4,1,Loan originated,Male,White,77.4,39.9,71.5,44.2,1,1,0,0,0,0,0,1
Conventional,Refinancing,305.4,3,Application denied,Male,Black or African American,111.8,49.1,62.0,55.1,1,0,1,0,0,0,1,0
Conventional,Home purchase,178.8,1,Loan originated,Female,White,50.3,35.7,87.3,45.6,0,1,0,0,0,0,0,1
Conventional,Home purchase,290.5,3,Application denied,Female,White,108.6,35.7,80.7,16.2,0,1,0,0,0,0,0,0
VA-guaranteed,Home purchase,245.1,1,Loan originated,Female,White,70.2,15.5,105.0,20.6,0,1,0,0,0,2,0,1
Conventional,Home purchase,399.0,1,Loan originated,Male,White,100.8,28.1,62.4,51.3,1,1,0,0,0,0,0,1
Conventional,Home purchase,263.8,1,Loan originated,Male,White,72.9,53.3,59.9,30.6,1,1,0,0,0,0,0,1
FHA-insured,Refinancing,123.0,3,Application denied,Male,Black or African American,35.6,30.2,57.2,78.9,1,0,1,0,0,1,1,0
Conventional,Home purchase,303.2,1,Loan originated,Male,Black or African American,74.2,45.7,42.7,87.5,1,0,1,0,0,0,0,1
Conventional,Home purchase,213.6,3,Application denied,Male,Black or African American,66.0,38.4,77.5,41.3,1,0,1,0,0,0,0,0
Conventional,Home purchase,396.8,1,Loan originated,Female,Black or African American,103.4,24.2,81.3,97.4,0,0,1,0,0,0,0,1
Conventional,Refinancing,253.9,3,Application denied,Female,White,93.6,43.3,98.9,49.6,0,1,0,0,0,0,1,0
Conventional,Home purchase,615.0,1,Loan originated,Male,White,148.6,39.7,78.2,30.8,1,1,0,0,0,0,0,1
Conventional,Refinancing,330.7,1,Loan originated,Male,Black or African American,79.0,35.3,73.2,49.1,1,0,1,0,0,0,1,1
Conventional,Home purchase,203.0,3,Application denied,Male,White,80.8,37.3,82.6,45.6,1,1,0,0,0,0,0,0
FHA-insured,Home purchase,90.9,1,Loan originated,Female,White,23.6,34.7,62.1,10.0,0,1,0,0,0,1,0,1
Conventional,Refinancing,377.0,1,Loan originated,Male,White,99.2,37.2,105.0,25.8,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,293.7,1,Loan originated,Male,White,74.0,33.7,88.1,16.3,1,1,0,0,0,1,0,1
Conventional,Home purchase,195.9,1,Loan originated,Male,Hispanic or Latino,61.1,49.9,59.0,68.2,1,0,0,1,0,0,0,1
Conventional,Refinancing,295.6,1,Loan originated,Male,Asian,72.2,43.1,64.6,33.6,1,0,0,0,0,0,1,1
FHA-insured,Home improvement,314.9,1,Loan originated,Male,White,98.1,21.7,93.8,14.3,1,1,0,0,0,1,2,1
Conventional,Refinancing,313.0,1,Loan originated,Female,White,81.9,32.9,89.7,32.7,0,1,0,0,0,0,1,1
Conventional,Refinancing,235.7,1,Loan originated,Female,White,70.2,41.4,78.4,55.8,0,1,0,0,0,0,1,1
FHA-insured,Refinancing,311.9,3,Application denied,Female,Hispanic or Latino,85.1,36.7,46.7,60.2,0,0,0,1,0,1,1,0
Conventional,Home improvement,396.7,1,Loan originated,Female,White,107.3,43.2,77.5,20.4,0,1,0,0,0,0,2,1
Conventional,Refinancing,517.2,1,Loan originated,Male,White,125.9,25.1,58.4,77.3,1,1,0,0,0,0,1,1
Conventional,Refinancing,264.9,1,Loan originated,Female,Hispanic or Latino,60.1,45.2,60.5,78.4,0,0,0,1,0,0,1,1
Conventional,Home purchase,117.0,1,Loan originated,Female,Black or African American,26.6,43.6,56.2,73.6,0,0,1,0,0,0,0,1
FSA/RHS-guaranteed,Home purchase,287.6,3,Application denied,Female,White,101.1,34.7,54.9,3.8,0,1,0,0,0,3,0,0
FHA-insured,Home improvement,361.3,1,Loan originated,Female,White,87.6,34.0,89.9,42.7,0,1,0,0,0,1,2,1
Conventional,Refinancing,222.5,1,Loan originated,Male,White,50.3,24.6,72.8,23.4,1,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Refinancing,407.1,1,Loan originated,Male,White,107.8,32.4,72.4,24.4,1,1,0,0,0,3,1,1
Conventional,Home purchase,282.0,1,Loan originated,Female,White,81.9,34.6,68.3,47.4,0,1,0,0,0,0,0,1
Conventional,Home purchase,242.5,1,Loan originated,Male,White,89.5,55.9,59.1,12.1,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,325.3,1,Loan originated,Male,White,102.5,31.1,60.7,36.8,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,381.1,1,Loan originated,Male,White,128.1,25.4,73.7,11.1,1,1,0,0,0,1,0,1
VA-guaranteed,Home purchase,412.9,1,Loan originated,Male,White,94.6,31.5,79.4,5.9,1,1,0,0,0,2,0,1
Conventional,Home purchase,442.4,1,Loan originated,Female,White,125.2,38.4,74.5,27.2,0,1,0,0,0,0,0,1
FHA-insured,Refinancing,168.4,1,Loan originated,Male,Hispanic or Latino,53.7,38.9,71.4,69.3,1,0,0,1,0,1,1,1
Conventional,Home purchase,225.3,3,Application denied,Male,Hispanic or Latino,57.0,36.3,105.0,70.9,1,0,0,1,0,0,0,0
Conventional,Refinancing,373.3,1,Loan originated,Male,White,108.1,19.3,53.7,8.4,1,1,0,0,0,0,1,1
FHA-insured,Home purchase,412.8,3,Application denied,Female,Asian,144.2,44.2,105.0,9.4,0,0,0,0,0,1,0,0
Conventional,Refinancing,134.1,1,Loan originated,Male,Hispanic or Latino,52.7,62.4,81.9,84.4,1,0,0,1,0,0,1,1
Conventional,Home improvement,88.2,3,Application denied,Male,Black or African American,28.9,26.2,59.4,47.0,1,0,1,0,0,0,2,0
VA-guaranteed,Home purchase,51.5,1,Loan originated,Male,Hispanic or Latino,17.9,36.8,57.9,86.8,1,0,0,1,0,2,0,1
FHA-insured,Home improvement,267.3,1,Loan originated,Male,Black or African American,75.4,24.9,79.2,66.6,1,0,1,0,0,1,2,1
Conventional,Home improvement,438.5,3,Application denied,Female,White,164.8,39.7,67.1,27.8,0,1,0,0,0,0,2,0
Conventional,Refinancing,218.2,3,Application denied,Female,White,56.1,42.7,88.8,18.9,0,1,0,0,0,0,1,0
Conventional,Home purchase,312.9,1,Loan originated,Female,Asian,104.8,32.9,64.5,20.7,0,0,0,0,0,0,0,1
Conventional,Home purchase,231.8,1,Loan originated,Female,Hispanic or Latino,68.9,40.8,70.4,59.6,0,0,0,1,0,0,0,1
FHA-insured,Refinancing,70.6,1,Loan originated,Female,Black or African American,16.8,38.7,76.5,64.7,0,0,1,0,0,1,1,1
FHA-insured,Home purchase,223.8,1,Loan originated,Male,White,76.4,34.3,55.4,4.9,1,1,0,0,0,1,0,1
VA-guaranteed,Home purchase,506.2,3,Application denied,Female,White,143.3,46.0,72.1,24.7,0,1,0,0,0,2,0,0
FSA/RHS-guaranteed,Home purchase,246.5,1,Loan originated,Female,Hispanic or Latino,71.7,42.5,73.1,51.1,0,0,0,1,0,3,0,1
Conventional,Home purchase,250.0,3,Application denied,Male,White,66.8,34.2,98.9,32.0,1,1,0,0,0,0,0,0
Conventional,Home purchase,251.2,3,Application denied,Female,Hispanic or Latino,73.2,36.8,85.8,63.6,0,0,0,1,0,0,0,0
Conventional,Home improvement,502.9,1,Loan originated,Male,White,126.2,45.3,40.7,14.4,1,1,0,0,0,0,2,1
VA-guaranteed,Refinancing,187.7,1,Loan originated,Female,White,62.6,40.0,72.1,48.9,0,1,0,0,0,2,1,1
FHA-insured,Refinancing,357.2,1,Loan originated,Male,Black or African American,87.1,49.4,44.8,48.6,1,0,1,0,0,1,1,1
VA-guaranteed,Refinancing,124.4,1,Loan originated,Male,Asian,35.1,34.3,80.2,29.1,1,0,0,0,0,2,1,1
Conventional,Cash-out refinancing,288.6,1,Loan originated,Female,White,81.0,40.6,85.2,31.0,0,1,0,0,0,0,3,1
Conventional,Home improvement,286.4,1,Loan originated,Female,Black or African American,83.5,34.8,54.7,78.8,0,0,1,0,0,0,2,1
Conventional,Home improvement,76.0,3,Application denied,Male,Black or African American,19.2,27.0,74.9,76.6,1,0,1,0,0,0,2,0
FHA-insured,Home improvement,270.3,1,Loan originated,Male,White,68.7,32.6,91.8,10.1,1,1,0,0,0,1,2,1
Conventional,Refinancing,134.3,3,Application denied,Female,Black or African American,39.2,19.8,87.8,86.7,0,0,1,0,0,0,1,0
Conventional,Refinancing,610.2,3,Application denied,Female,White,136.7,42.2,84.0,20.7,0,1,0,0,0,0,1,0
FHA-insured,Refinancing,236.8,3,Application denied,Male,Black or African American,59.2,42.5,98.9,57.3,1,0,1,0,0,1,1,0
Conventional,Home purchase,587.8,1,Loan originated,Female,Asian,135.4,24.9,70.9,66.7,0,0,0,0,0,0,0,1
Conventional,Refinancing,294.3,1,Loan originated,Male,White,90.3,16.8,84.1,37.3,1,1,0,0,0,0,1,1
Conventional,Home purchase,249.3,1,Loan originated,Male,White,82.4,44.7,80.6,34.7,1,1,0,0,0,0,0,1
Conventional,Home purchase,362.4,3,Application denied,Female,White,91.4,42.1,60.5,51.3,0,1,0,0,0,0,0,0
Conventional,Refinancing,258.7,1,Loan originated,Male,Hispanic or Latino,88.7,39.3,68.8,70.2,1,0,0,1,0,0,1,1
FHA-insured,Home purchase,160.2,3,Application denied,Male,Black or African American,37.4,64.5,46.1,74.8,1,0,1,0,0,1,0,0
Conventional,Home purchase,155.6,1,Loan originated,Male,White,54.6,29.9,66.9,17.0,1,1,0,0,0,0,0,1
Conventional,Home purchase,259.7,1,Loan originated,Male,White,75.6,28.4,67.6,13.3,1,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,391.2,1,Loan originated,Male,White,99.7,35.5,70.8,11.1,1,1,0,0,0,2,0,1
VA-guaranteed,Home purchase,320.4,1,Loan originated,Male,White,92.2,40.9,89.4,20.2,1,1,0,0,0,2,0,1
Conventional,Home improvement,356.3,3,Application denied,Female,White,87.3,49.8,60.9,14.7,0,1,0,0,0,0,2,0
Conventional,Cash-out refinancing,56.9,1,Loan originated,Female,Hispanic or Latino,16.7,39.5,79.5,90.1,0,0,0,1,0,0,3,1
FHA-insured,Home improvement,227.9,3,Application denied,Female,Hispanic or Latino,63.3,34.2,98.1,65.0,0,0,0,1,0,1,2,0
Conventional,Home purchase,234.7,1,Loan originated,Female,White,81.5,45.4,58.3,42.6,0,1,0,0,0,0,0,1
Conventional,Refinancing,388.4,1,Loan originated,Male,White,100.4,31.1,56.1,24.1,1,1,0,0,0,0,1,1
Conventional,Home purchase,236.9,1,Loan originated,Male,White,53.3,33.8,71.9,10.7,1,1,0,0,0,0,0,1
FHA-insured,Home improvement,411.0,1,Loan originated,Male,White,103.3,44.6,57.6,22.1,1,1,0,0,0,1,2,1
FHA-insured,Home purchase,191.3,1,Loan originated,Male,Black or African American,54.2,27.6,67.1,46.9,1,0,1,0,0,1,0,1
Conventional,Refinancing,178.3,1,Loan originated,Female,White,57.5,27.2,64.7,31.0,0,1,0,0,0,0,1,1
Conventional,Home purchase,366.0,1,Loan originated,Female,White,88.7,32.8,73.1,48.6,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,230.9,3,Application denied,Male,Hispanic or Latino,52.2,50.7,91.9,80.6,1,0,0,1,0,0,3,0
Conventional,Refinancing,298.2,1,Loan originated,Male,White,92.2,41.9,68.6,7.9,1,1,0,0,0,0,1,1
FHA-insured,Home improvement,245.5,1,Loan originated,Male,White,87.9,31.9,57.8,22.1,1,1,0,0,0,1,2,1
Conventional,Refinancing,310.2,1,Loan originated,Male,White,122.1,34.5,69.5,21.7,1,1,0,0,0,0,1,1
FHA-insured,Cash-out refinancing,254.3,3,Application denied,Female,Black or African American,86.4,38.3,105.0,32.4,0,0,1,0,0,1,3,0
Conventional,Refinancing,431.4,3,Application denied,Male,Black or African American,115.7,45.8,45.7,98.7,1,0,1,0,0,0,1,0
FHA-insured,Home purchase,274.2,1,Loan originated,Male,White,68.8,37.6,54.1,15.0,1,1,0,0,0,1,0,1
FHA-insured,Home purchase,336.9,1,Loan originated,Male,White,75.1,31.9,84.9,65.0,1,1,0,0,0,1,0,1
Conventional,Refinancing,445.3,1,Loan originated,Male,White,104.2,22.6,92.8,14.9,1,1,0,0,0,0,1,1
FHA-insured,Home improvement,283.7,1,Loan originated,Female,White,90.4,32.2,79.8,40.1,0,1,0,0,0,1,2,1
Conventional,Refinancing,93.7,3,Application denied,Female,White,37.3,45.0,60.1,36.8,0,1,0,0,0,0,1,0
FHA-insured,Refinancing,215.2,1,Loan originated,Male,White,55.1,28.9,60.4,27.5,1,1,0,0,0,1,1,1
Conventional,Home purchase,525.6,1,Loan originated,Male,White,178.6,40.2,55.9,43.9,1,1,0,0,0,0,0,1
Conventional,Home purchase,204.8,1,Loan originated,Male,White,51.0,36.1,59.0,5.3,1,1,0,0,0,0,0,1
Conventional,Refinancing,289.7,3,Application denied,Male,White,113.5,40.0,86.9,55.1,1,1,0,0,0,0,1,0
Conventional,Home purchase,140.8,1,Loan originated,Male,Black or African American,50.6,44.8,68.2,74.9,1,0,1,0,0,0,0,1
Conventional,Home purchase,372.8,1,Loan originated,Female,White,123.4,30.6,67.4,42.0,0,1,0,0,0,0,0,1
Conventional,Home purchase,348.8,1,Loan originated,Female,White,104.6,30.9,90.3,36.0,0,1,0,0,0,0,0,1
Conventional,Home purchase,389.5,1,Loan originated,Male,Asian,90.8,25.7,86.7,21.9,1,0,0,0,0,0,0,1
Conventional,Home purchase,294.0,1,Loan originated,Male,Black or African American,77.5,48.2,69.8,71.1,1,0,1,0,0,0,0,1
Conventional,Home purchase,119.5,1,Loan originated,Female,Black or African American,35.3,50.9,102.3,68.7,0,0,1,0,0,0,0,1
Conventional,Refinancing,639.1,1,Loan originated,Male,White,153.2,31.4,59.4,36.4,1,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Home purchase,248.6,1,Loan originated,Female,Black or African American,63.2,35.8,70.7,67.8,0,0,1,0,0,3,0,1
Conventional,Cash-out refinancing,401.7,1,Loan originated,Male,White,146.2,34.5,71.7,21.0,1,1,0,0,0,0,3,1
Conventional,Refinancing,131.0,3,Application denied,Female,White,52.1,32.2,91.6,23.5,0,1,0,0,0,0,1,0
FHA-insured,Home improvement,334.1,1,Loan originated,Male,White,108.7,33.9,59.7,29.2,1,1,0,0,0,1,2,1
VA-guaranteed,Home purchase,358.8,3,Application denied,Female,Asian,121.2,32.7,83.5,18.2,0,0,0,0,0,2,0,0
Conventional,Home purchase,225.2,1,Loan originated,Male,Asian,67.5,43.9,105.0,33.1,1,0,0,0,0,0,0,1
VA-guaranteed,Home purchase,314.2,1,Loan originated,Female,Native Hawaiian or Other Pacific Islander,84.4,33.3,64.8,31.2,0,0,0,0,0,2,0,1
VA-guaranteed,Home purchase,219.9,1,Loan originated,Male,White,55.4,30.4,73.9,34.3,1,1,0,0,0,2,0,1
Conventional,Home purchase,356.0,1,Loan originated,Female,White,91.5,42.3,101.7,13.9,0,1,0,0,0,0,0,1
FHA-insured,Home purchase,344.1,1,Loan originated,Male,White,89.8,49.7,58.6,11.5,1,1,0,0,0,1,0,1
Conventional,Home purchase,154.7,3,Application denied,Male,Hispanic or Latino,52.7,37.5,94.2,86.8,1,0,0,1,0,0,0,0
Conventional,Refinancing,302.7,3,Application denied,Female,Hispanic or Latino,82.0,37.6,105.0,94.5,0,0,0,1,0,0,1,0
FHA-insured,Home purchase,177.5,3,Application denied,Female,Hispanic or Latino,44.4,49.3,81.8,83.3,0,0,0,1,0,1,0,0
Conventional,Cash-out refinancing,232.0,1,Loan originated,Female,Hispanic or Latino,78.4,35.0,105.0,90.3,0,0,0,1,0,0,3,1
FHA-insured,Home purchase,283.0,1,Loan originated,Male,White,70.4,10.0,36.6,15.4,1,1,0,0,0,1,0,1
FHA-insured,Refinancing,252.0,3,Application denied,Male,Asian,86.9,53.1,85.6,39.4,1,0,0,0,0,1,1,0
Conventional,Home improvement,315.0,1,Loan originated,Male,Hispanic or Latino,71.3,38.1,52.9,82.3,1,0,0,1,0,0,2,1
Conventional,Refinancing,334.2,1,Loan originated,Male,White,74.8,47.0,73.4,15.5,1,1,0,0,0,0,1,1
Conventional,Home purchase,333.6,1,Loan originated,Female,White,78.6,43.6,96.2,15.6,0,1,0,0,0,0,0,1
Conventional,Refinancing,88.4,1,Loan originated,Female,White,32.7,31.2,95.8,6.3,0,1,0,0,0,0,1,1
Conventional,Refinancing,194.1,3,Application denied,Male,Black or African American,53.1,54.8,88.2,46.0,1,0,1,0,0,0,1,0
Conventional,Home purchase,329.9,3,Application denied,Female,Black or African American,99.1,49.2,75.6,40.8,0,0,1,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,391.0,1,Loan originated,Male,White,99.3,42.8,75.9,9.7,1,1,0,0,0,3,0,1
Conventional,Refinancing,463.9,1,Loan originated,Female,White,109.9,30.9,68.9,7.1,0,1,0,0,0,0,1,1
Conventional,Refinancing,181.5,1,Loan originated,Female,Black or African American,50.4,34.9,66.1,87.6,0,0,1,0,0,0,1,1
FHA-insured,Home improvement,370.1,1,Loan originated,Male,White,118.5,41.7,74.5,59.7,1,1,0,0,0,1,2,1
Conventional,Refinancing,248.3,1,Loan originated,Female,Hispanic or Latino,76.3,27.9,60.2,73.5,0,0,0,1,0,0,1,1
FHA-insured,Home purchase,301.6,1,Loan originated,Male,Hispanic or Latino,70.0,35.5,65.1,89.5,1,0,0,1,0,1,0,1
FHA-insured,Home purchase,50.0,1,Loan originated,Female,White,15.0,29.4,75.3,48.0,0,1,0,0,0,1,0,1
FHA-insured,Home improvement,502.6,1,Loan originated,Female,White,126.8,41.8,76.8,45.5,0,1,0,0,0,1,2,1
FHA-insured,Home improvement,150.9,1,Loan originated,Male,Hispanic or Latino,39.1,51.4,81.3,60.1,1,0,0,1,0,1,2,1
FHA-insured,Refinancing,483.5,1,Loan originated,Male,Black or African American,110.5,15.7,103.2,49.9,1,0,1,0,0,1,1,1
