loan_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,action_taken_name,property_type,lien_status,applicant_sex,applicant_race_1,applicant_income_000s,county_code,census_tract_minority_pct,debt_to_income_ratio,combined_loan_to_value,hoepa_status,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code
Conventional,Home purchase,Not owner-occupied,146.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,53.9,3,83.1,44.1,76.0,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,412.6,1,Loan originated,Multifamily dwelling,First lien,Male,White,104.9,9,21.9,45.7,48.7,Not applicable,1,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,219.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,55.8,17,51.0,27.3,72.4,Not applicable,0,0,1,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,155.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,38.0,1,10.9,24.1,68.7,Not applicable,1,1,0,0,0,0,0
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,294.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,80.5,11,27.9,49.2,83.9,Not applicable,0,1,0,0,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,91.8,1,Loan originated,Manufactured housing,First lien,Female,White,30.5,3,6.0,20.3,50.0,Not applicable,0,1,0,0,0,0,1
Conventional,Refinancing,Not owner-occupied,421.7,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,103.4,3,12.2,32.7,29.8,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,243.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,72.1,11,38.7,37.4,82.1,Not applicable,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,416.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,White,136.0,13,9.3,18.7,100.7,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,322.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Hispanic or Latino,95.9,9,91.2,52.8,85.2,Not applicable,1,0,0,1,0,0,0
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,287.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,101.1,11,3.8,34.7,54.9,Not applicable,0,1,0,0,0,3,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,647.5,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,167.2,5,35.5,38.5,74.9,Not applicable,0,0,0,0,0,1,2
Conventional,Home improvement,Owner-occupied as a principal dwelling,159.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,50.8,11,31.8,38.8,76.4,Not applicable,1,1,0,0,0,0,2
Conventional,Refinancing,Not owner-occupied,771.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Asian,193.2,5,62.5,10.0,80.2,Not applicable,1,0,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,63.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,24.5,1,81.9,49.4,69.2,Not applicable,1,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,326.7,3,Application denied,Manufactured housing,First lien,Female,White,96.5,19,33.5,35.8,102.2,Not applicable,0,1,0,0,0,0,1
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,64.9,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,15.0,3,61.9,27.3,97.3,Not applicable,0,1,0,0,0,2,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,233.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,59.6,5,51.2,31.6,99.6,Not applicable,0,1,0,0,0,0,0
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,128.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,Hispanic or Latino,35.1,5,73.6,43.7,90.0,Not applicable,0,0,0,1,0,2,3
VA-guaranteed,Home improvement,Owner-occupied as a principal dwelling,99.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,30.3,17,87.4,59.3,63.4,Not applicable,0,0,1,0,0,2,2
Conventional,Home purchase,Not owner-occupied,50.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,Black or African American,15.0,19,62.8,31.2,57.5,Not applicable,0,0,1,0,0,0,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,136.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,45.7,13,94.7,27.4,103.6,Not applicable,0,0,0,1,0,1,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,155.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,54.6,3,17.0,29.9,66.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,240.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,56.4,3,29.3,38.9,91.1,Not applicable,1,0,0,1,0,0,0
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,363.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,86.6,1,36.0,41.0,46.9,Not applicable,0,1,0,0,0,2,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,167.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,54.4,1,45.4,26.5,72.9,Not applicable,0,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,313.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,83.0,11,35.9,36.3,63.2,Not applicable,1,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,413.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,101.8,5,25.1,40.8,66.9,Not applicable,0,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,169.8,2,Application approved but not accepted,Manufactured housing,First lien,Female,White,41.4,1,8.7,30.9,77.9,Not applicable,0,1,0,0,0,0,0
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,300.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,107.1,7,11.5,50.2,66.0,Not applicable,1,1,0,0,0,2,3
FHA-insured,Cash-out refinancing,Owner-occupied as a principal dwelling,312.6,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,69.5,5,55.4,34.8,105.0,Not applicable,1,0,1,0,0,1,3
Conventional,Home purchase,Not applicable,55.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Black or African American,21.8,1,77.9,38.8,63.0,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,495.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Female,White,130.3,11,16.3,33.7,68.2,Not applicable,0,1,0,0,0,0,0
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,310.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,95.3,1,14.9,37.2,65.6,Not a HOEPA loan,1,1,0,0,0,2,3
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,376.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,114.9,1,42.1,36.4,86.1,Not applicable,0,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,207.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,53.7,5,2.2,50.6,55.5,Not applicable,0,0,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,423.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,114.3,3,31.1,35.6,67.2,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Not owner-occupied,197.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,68.8,9,28.9,42.6,82.8,Not a HOEPA loan,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,136.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,45.3,7,21.0,20.2,60.7,Not applicable,0,1,0,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,333.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,78.5,13,6.7,38.6,86.3,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,148.4,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,43.8,3,89.1,30.9,86.6,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,310.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,74.8,7,85.4,52.2,68.6,Not applicable,0,0,1,0,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,278.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,66.9,17,34.8,24.8,85.0,Not applicable,0,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,193.7,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,57.1,13,78.6,44.4,89.0,Not applicable,0,0,0,1,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,243.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,92.1,11,70.2,46.0,65.1,Not applicable,1,1,0,0,0,0,2
Conventional,Home improvement,Owner-occupied as a principal dwelling,205.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,71.8,19,25.9,16.3,70.6,Not applicable,1,1,0,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,504.0,1,Loan originated,Manufactured housing,First lien,Male,White,120.2,5,15.7,31.2,65.9,Not applicable,1,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,346.3,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,112.9,11,25.8,25.1,45.0,Not applicable,1,1,0,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,257.4,5,File closed for incompleteness,Multifamily dwelling,First lien,Male,White,68.2,19,8.7,46.8,63.1,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Not owner-occupied,328.5,3,Application denied,Multifamily dwelling,First lien,Female,Hispanic or Latino,77.9,19,77.6,40.1,74.5,Not applicable,0,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,82.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,23.9,3,51.2,30.3,105.0,Not a HOEPA loan,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,323.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,82.6,1,40.2,27.5,89.1,Not applicable,1,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,231.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,59.4,1,48.0,10.0,77.3,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,244.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,59.7,7,50.9,36.5,65.5,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,267.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,94.3,11,73.2,33.0,105.0,Not applicable,1,0,1,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,290.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,84.2,11,7.5,40.9,100.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,280.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,Black or African American,73.1,15,95.2,36.9,66.1,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,421.6,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,98.0,1,21.1,41.1,57.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,131.9,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,41.0,15,11.2,26.0,44.8,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,466.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,135.8,1,45.8,35.4,58.7,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,349.8,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,106.0,15,45.7,41.7,54.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,134.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,34.5,9,65.6,61.9,70.1,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,175.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Asian,57.7,3,33.9,30.9,64.8,Not applicable,0,0,0,0,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,251.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,63.4,1,78.5,50.8,105.0,Not applicable,0,1,0,0,0,1,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,270.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,61.9,3,75.2,50.9,51.8,Not applicable,0,0,1,0,0,1,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,441.5,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Female,Native Hawaiian or Other Pacific Islander,102.9,1,44.3,27.0,88.6,Not applicable,0,0,0,0,0,0,1
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,261.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,92.5,3,80.6,47.5,77.0,Not a HOEPA loan,0,0,1,0,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,543.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,134.7,15,4.7,43.0,68.9,Not applicable,1,1,0,0,0,0,0
